"","ID","Ecosystem","P","k","Max.Age"
"1","Mg_010","Mangrove",0.0285898337383277,0.0332481744753935,143.9
"2","Mg_011","Mangrove",0.0249053940476941,0.0204465341219617,139.8
"3","Mg_012","Mangrove",0.0165819515339077,0.0138585002195445,105.3
"4","Mg_015","Mangrove",0.00235547802614116,0.0180389165783001,105.9018101
"5","Mg_016","Mangrove",0.00449323375881836,0.0160952605518918,370.071527
"6","Mg_023","Mangrove",0.0087192136592264,0.004090848961472,890
"7","Sg_002","Seagrass",0.00677364238556393,0.00957121021064454,779
"8","Sg_003","Seagrass",0.00481527941986268,0.00661867915296609,571
"9","Sg_004","Seagrass",0.00234744219543555,0.0116564138849544,779
"10","Sg_005","Seagrass",0.0014749525976311,0.00664709839817935,936
"11","Sg_011","Seagrass",0.00423754646926025,0.0020885600405164,178
"12","Sg_019","Seagrass",0.00618867224960906,0.0109541525952963,602
"13","Sg_030","Seagrass",0.000209756921091128,0.000296703276981667,4173
"14","Sg_041","Seagrass",0.0060856226802025,0.00937601291867349,5678
"15","Sg_042","Seagrass",NA,NA,1823
"16","Sg_057","Seagrass",NA,NA,1840
"17","Sg_081","Seagrass",0.00502031584625587,0.00372421554092184,257
"18","Sg_097","Seagrass",0.0106137375378475,0.0317697399104148,4583
"19","Sg_109","Seagrass",NA,NA,4231
"20","Sg_110","Seagrass",0.0013607799035605,0.00143742515278741,1758
"21","Sg_119","Seagrass",0.00654884168600826,0.0029316590577832,852
"22","Sg_120","Seagrass",NA,NA,2905
"23","Sg_121","Seagrass",NA,NA,5953
"24","Sg_123","Seagrass",0.00648244652725367,0.00526415326895667,355
"25","Sg_170","Seagrass",NA,NA,4853
"26","Sg_177","Seagrass",0.00170874078667061,0.000375164821345314,900
"27","Sg_178","Seagrass",0.00174633226767855,0.00138561755124805,857
"28","Sg_179","Seagrass",0.00160637078062747,0.000567716110081219,1075
"29","Sg_190","Seagrass",0.00340131387644526,0.0020565524470073,480
"30","Sg_191","Seagrass",NA,NA,18515
"31","Sg_241","Seagrass",NA,NA,1370
"32","Sg_247","Seagrass",NA,NA,3730
"33","Sg_278","Seagrass",0.0075530918609336,0.00417651369966345,286
"34","Sg_279","Seagrass",0.000662304525033748,0.000379695299915809,3884
"35","Sg_291","Seagrass",0.00379548205451461,0.000808728493720577,1207
"36","Sg_298","Seagrass",0.00213146614951631,0.00034613658026534,1043
"37","Sg_310","Seagrass",0.0299741403537378,0.0218140772238049,399
"38","Sg_311","Seagrass",0.00690554100725439,0.00390629902116678,1381
"39","Sg_312","Seagrass",0.00220687457964793,0.00172925404995947,2146
"40","Sg_314","Seagrass",0.00486552724404863,0.00261288041672007,2128
"41","Sg_316","Seagrass",0.0364762588867056,-0.0123061995834681,23
"42","Sg_317","Seagrass",0.0341825271868033,0.00244644126049843,19.5
"43","Sg_321","Seagrass",0.0273717695534221,-0.00607481272668773,26
"44","Sg_323","Seagrass",0.00719399092294175,0.00582918025515153,488
"45","Sg_332","Seagrass",0.002509505905154,0.066313337758369,98
"46","Sm_010","Tidal Marsh",0.000387872411833418,-0.000844670278006437,926
"47","Sm_022","Tidal Marsh",0.000784196056407119,-0.00110204987640674,1156
"48","Sm_027","Tidal Marsh",0.00113667696703833,0.000374832874791845,848
"49","Sm_034","Tidal Marsh",0.00816231302326286,0.00255759613350954,637
"50","Sm_038","Tidal Marsh",0.00146603161841754,0.00410377346247508,1221
"51","Sm_049","Tidal Marsh",0.0116900995981605,0.00212704444688467,114
"52","Sm_051","Tidal Marsh",0.00699759155764022,0.0204002314545031,89
"53","Sm_054","Tidal Marsh",0.019893352104972,0.0284837733549545,72
"54","Sm_057","Tidal Marsh",0.0151166630251517,0.0384937961034321,66
"55","Sm_058","Tidal Marsh",0.0107854543639226,0.0187874385108348,78
"56","Sm_059","Tidal Marsh",0.0178394498385843,0.0115698059568802,66
"57","Sm_060","Tidal Marsh",0.0189052332470755,0.0391516254758551,80
"58","Sm_063","Tidal Marsh",0.0189186211712915,0.018867818892684,124
"59","Sm_064","Tidal Marsh",0.02022342597168,0.024136755150287,98
"60","Sm_068","Tidal Marsh",0.0201083294147583,-0.00466524912477364,85.8770685
"61","Sm_069","Tidal Marsh",0.0344822131638526,-0.0159526080152441,40.68236183
"62","Sm_074","Tidal Marsh",0.0132097049001071,0.00593465314275112,95.81683293
"63","Sm_080","Tidal Marsh",0.00112316498828067,0.0116766700375068,121.1262402
"64","Sm_081","Tidal Marsh",0.00458805566372959,0.0131415964148871,120.0091552
"65","Sm_083","Tidal Marsh",0.00641167896589069,0.0171062932043974,195.4100771
"66","Sm_092","Tidal Marsh",0.0153903696913998,-0.048202128869631,31
"67","Sm_094","Tidal Marsh",0.0065569313875317,0.00365424594549215,152
"68","Sm_097","Tidal Marsh",0.00240207583294953,-0.0367575560748327,56
"69","Sm_105","Tidal Marsh",0.00872723519678235,-0.0383963076377459,62
