"","ID","Ecosystem","P","k","Max.Age"
"1","Mg_010","Mangrove",NA,NA,143.9
"2","Mg_011","Mangrove",NA,NA,139.8
"3","Mg_012","Mangrove",NA,NA,105.3
"4","Mg_015","Mangrove",NA,NA,105.9018101
"5","Mg_016","Mangrove",NA,NA,370.071527
"6","Mg_023","Mangrove",0.00871921364802218,0.00409084895351338,890
"7","Sg_002","Seagrass",0.00677364236349253,0.00957121017415198,779
"8","Sg_003","Seagrass",0.00481527941928856,0.00661867915188629,571
"9","Sg_004","Seagrass",0.00234744220852555,0.0116564139570012,779
"10","Sg_005","Seagrass",0.00147495259836597,0.00664709840235518,936
"11","Sg_011","Seagrass",NA,NA,178
"12","Sg_019","Seagrass",0.00618867220632774,0.0109541525025212,602
"13","Sg_041","Seagrass",0.00948572260966606,0.017372811638383,952
"14","Sg_042","Seagrass",0.00198891786463707,0.00133920102392573,921
"15","Sg_057","Seagrass",0.00369674321373621,0.0047661893539042,822
"16","Sg_081","Seagrass",NA,NA,257
"17","Sg_097","Seagrass",NA,NA,468
"18","Sg_110","Seagrass",0.00123660224386705,0.00105624696051288,959
"19","Sg_111","Seagrass",0.00500173655158542,0.0139208997036101,900
"20","Sg_112","Seagrass",0.00538226954149462,0.019957647642172,625
"21","Sg_117","Seagrass",0.00296778550394972,0.00738978611837255,985
"22","Sg_119","Seagrass",0.00654884165546102,0.00293165903297616,852
"23","Sg_120","Seagrass",0.0036688284040343,0.00347527304681509,998
"24","Sg_121","Seagrass",0.0214409485941389,0.0208358796259958,533
"25","Sg_123","Seagrass",NA,NA,355
"26","Sg_170","Seagrass",0.00857044268441636,0.0118896098435251,841
"27","Sg_177","Seagrass",0.00170874080791913,0.000375164860692728,900
"28","Sg_178","Seagrass",0.00174633226691086,0.00138561754946305,857
"29","Sg_179","Seagrass",0.00157622528545308,0.00049098372908376,950
"30","Sg_190","Seagrass",NA,NA,480
"31","Sg_191","Seagrass",NA,NA,40
"32","Sg_195","Seagrass",0.0121327664434649,0.0555576573952446,527
"33","Sg_241","Seagrass",NA,NA,990
"34","Sg_279","Seagrass",0.0013053013842798,0.00203096243528807,970
"35","Sg_291","Seagrass",0.00396985820943441,0.000975864812941462,983
"36","Sg_298","Seagrass",0.00203754499578719,0.000182981686130791,979
"37","Sg_310","Seagrass",NA,NA,399
"38","Sg_311","Seagrass",0.00852182471255285,0.00542054118558275,989
"39","Sg_312","Seagrass",0.00773145428994548,0.00998123485660907,991
"40","Sg_314","Seagrass",0.00965183061839975,0.00751826351396619,922
"41","Sg_316","Seagrass",NA,NA,23
"42","Sg_317","Seagrass",NA,NA,19.5
"43","Sg_321","Seagrass",NA,NA,26
"44","Sg_323","Seagrass",NA,NA,488
"45","Sg_332","Seagrass",NA,NA,98
"46","Sg_588","Seagrass",NA,NA,434
"47","Sm_004","Tidal Marsh",0.0111039473120832,0.0525383826910798,927
"48","Sm_010","Tidal Marsh",0.000387872393422873,-0.000844670385167675,926
"49","Sm_022","Tidal Marsh",0.00200811498244404,0.00145462981263863,995
"50","Sm_027","Tidal Marsh",0.00113667690853922,0.000374832702692745,848
"51","Sm_034","Tidal Marsh",0.00816231302112716,0.00255759613257544,637
"52","Sm_038","Tidal Marsh",0.00158788427022458,0.00465476671481167,998
"53","Sm_049","Tidal Marsh",NA,NA,114
"54","Sm_051","Tidal Marsh",NA,NA,89
"55","Sm_054","Tidal Marsh",NA,NA,72
"56","Sm_057","Tidal Marsh",NA,NA,66
"57","Sm_058","Tidal Marsh",NA,NA,78
"58","Sm_059","Tidal Marsh",NA,NA,66
"59","Sm_060","Tidal Marsh",NA,NA,80
"60","Sm_063","Tidal Marsh",NA,NA,124
"61","Sm_064","Tidal Marsh",NA,NA,98
"62","Sm_068","Tidal Marsh",NA,NA,85.8770685
"63","Sm_069","Tidal Marsh",NA,NA,40.68236183
"64","Sm_074","Tidal Marsh",NA,NA,95.81683293
"65","Sm_080","Tidal Marsh",NA,NA,121.1262402
"66","Sm_081","Tidal Marsh",NA,NA,120.0091552
"67","Sm_083","Tidal Marsh",NA,NA,195.4100771
"68","Sm_092","Tidal Marsh",NA,NA,31
"69","Sm_094","Tidal Marsh",NA,NA,152
"70","Sm_097","Tidal Marsh",NA,NA,56
"71","Sm_105","Tidal Marsh",NA,NA,62
