"","ID","Ecosystem","P","k","Max.Age"
"1","Mg_010","Mangrove",0.0295870669584567,0.0357240367382204,81.3
"2","Mg_011","Mangrove",0.0259989779916977,0.0227101090828641,87.7
"3","Mg_012","Mangrove",0.0170751220930664,0.0152598508587641,92.4
"4","Mg_016","Mangrove",0.00438617645648412,0.0153924131794288,90.30497605
"5","Sg_002","Seagrass",0.0111402150787638,0.0249496904523418,90
"6","Sg_005","Seagrass",0.00356493655382928,0.0270611360162903,86
"7","Sg_011","Seagrass",0.00422379193862222,0.00204819999001365,96
"8","Sg_019","Seagrass",0.0108392298863829,0.0307648511140077,87
"9","Sg_057","Seagrass",NA,NA,73
"10","Sg_081","Seagrass",0.00374438970300364,-0.00254947325104877,97
"11","Sg_097","Seagrass",0.0140077055341233,0.0521914597677936,65
"12","Sg_110","Seagrass",NA,NA,64
"13","Sg_111","Seagrass",0.0361220603767902,0.175157346374742,86
"14","Sg_112","Seagrass",0.0104759412593491,0.0560561931714795,83
"15","Sg_117","Seagrass",0.0092569319776281,0.0417567527871921,49
"16","Sg_119","Seagrass",0.01429034467778,0.0148681287273112,76
"17","Sg_121","Seagrass",0.0201992047047522,0.0185596555433661,66
"18","Sg_123","Seagrass",0.0114015088013037,0.0233145279187864,89
"19","Sg_170","Seagrass",0.0118693612521709,0.0261531584185427,70
"20","Sg_191","Seagrass",0.00130944307702131,0.0175624789059017,40
"21","Sg_192","Seagrass",0.00638941546283497,0.0592808200378964,38
"22","Sg_195","Seagrass",0.0104255845889058,0.0361320546739367,33
"23","Sg_241","Seagrass",0.0142568129606639,0.00153239619587826,98
"24","Sg_244","Seagrass",0.0157381097215027,0.0468848485308117,93
"25","Sg_285","Seagrass",NA,NA,88
"26","Sg_298","Seagrass",NA,NA,99
"27","Sg_310","Seagrass",0.0391214267523454,0.0342266073817847,88
"28","Sg_311","Seagrass",0.0249805606187931,0.0359606798161259,92
"29","Sg_312","Seagrass",0.012508591105953,0.0243201107387412,95
"30","Sg_314","Seagrass",0.0188200789751341,0.0260246436673269,88
"31","Sg_316","Seagrass",0.0364762521703293,-0.0123062193261619,23
"32","Sg_317","Seagrass",0.034182541053294,0.00244649334712934,19.5
"33","Sg_321","Seagrass",0.0273717828477545,-0.00607476602396101,26
"34","Sg_323","Seagrass",0.00587138823491221,-0.00157548525655628,94
"35","Sg_332","Seagrass",0.00250950590106823,0.0663133375998283,98
"36","Sg_505","Seagrass",0.00650330509903646,0.0194876393397014,99
"37","Sg_588","Seagrass",0.0377197436634626,0.0133927410563143,78
"38","Sm_004","Tidal Marsh",0.151928820108001,1.02972031819618,69
"39","Sm_010","Tidal Marsh",0.00334170400615704,0.0176703272227075,99
"40","Sm_027","Tidal Marsh",0.00193314885160078,0.00868632092778792,88
"41","Sm_034","Tidal Marsh",0.0174413346175596,0.0171010432940972,88
"42","Sm_051","Tidal Marsh",0.00699759152360226,0.0204002312498178,89
"43","Sm_054","Tidal Marsh",0.019893352242644,0.0284837737077315,72
"44","Sm_057","Tidal Marsh",0.0151166630004298,0.0384937960079222,66
"45","Sm_058","Tidal Marsh",0.0107854543027234,0.0187874382701863,78
"46","Sm_059","Tidal Marsh",0.0178394484601121,0.0115698025636698,66
"47","Sm_060","Tidal Marsh",0.0189052332470755,0.0391516254758551,80
"48","Sm_063","Tidal Marsh",0.0195887396454719,0.0206158765298042,76
"49","Sm_064","Tidal Marsh",0.0202234260372505,0.0241367553002901,98
"50","Sm_068","Tidal Marsh",0.0201083293717219,-0.00466524918493189,85.8770685
"51","Sm_069","Tidal Marsh",0.0344822132995106,-0.0159526077848527,40.68236183
"52","Sm_074","Tidal Marsh",0.0132097044639888,0.00593465214290089,95.81683293
"53","Sm_080","Tidal Marsh",0.00123151052634947,0.0156982791631314,85.98441016
"54","Sm_081","Tidal Marsh",0.00418496159759888,0.00885586969224373,86.21341872
"55","Sm_083","Tidal Marsh",0.00604729313094821,0.0147584362987864,85.85051217
"56","Sm_092","Tidal Marsh",0.0153903696519824,-0.0482021289988533,31
"57","Sm_094","Tidal Marsh",0.00866095824474845,0.0147452899071011,86
"58","Sm_097","Tidal Marsh",0.00240207581660717,-0.0367575562928768,56
"59","Sm_105","Tidal Marsh",0.00872723521714057,-0.038396307577783,62
